client_id,Recency,Frequency,Monetary,R_Quartile,F_Quartile,M_Quartile,RFMScore
0153dae24ab1c7a295ae0ce8be5ce963,2,25,3969.7500000000005,4,4,4,444
0155cd3c31a79022e444086432a21ac7,19,4,962.81,2,2,3,223
0156115001fcf9635709ac7bc231b497,1,3,405.92,4,2,2,422
01573ddf1fe1a45983533a2d697306e6,10,3,308.47,3,2,2,322
0159d27c0f3dd4abb798d139cbba9859,42,1,38.99,1,1,1,111
015bf3a15f955d23638a6f3b857c01b1,40,2,139.45,1,1,1,111
0163b01c3c7b7aee4d4d0aea056d5d0b,72,2,90.69,1,1,1,111
01646d09a26f6c84c8bbce5c5f334423,17,13,758.74,2,4,3,243
0165859dcd2da31156079cf44d5edea0,26,3,430.98,2,2,3,223
0165a78a416355d163b973798251d8a4,69,1,114.14,1,1,1,111
0165bc4c305d8968f11af483468c22c9,25,2,129.03,2,1,1,211
0165dbd841d778fabe5b269c42a45c8f,33,2,544.9,2,1,3,213
016a1989be598df92fc2d29bfe25a75a,5,22,1916.9500000000003,4,4,4,444
016b19e8ce0afa4d53c9ef471f5a75d2,23,2,822.28,2,1,3,213
017269033cb5d7b45c979452e765c1f1,64,2,170.63,1,1,2,112
0172f7e12794ed0282e316022f834fd2,69,3,184.14,1,2,2,122
0174e5e24df681795f5ad90f2a09d44e,30,1,30.59,2,1,1,211
01789354a9205ac0e120df806b507ec8,13,7,934.22,3,3,3,333
0178db443736087490cdbe40a5bacafc,13,3,131.49,3,2,1,321
017a8d16ad048f04fcc1d83f40d7015f,1,7,718.35,4,3,3,433
017aafc7a6e7acfa9b80797fd0039f0d,14,2,54.370000000000005,3,1,1,311
017b9f27abbb966883fae02c4473f06a,35,5,256.96,2,3,2,232
017f4f014046a606a76cda392cf152f3,1,17,1404.5700000000002,4,4,4,444
01838bfaa16ca57a9fda8a4b52d12fc9,43,2,158.92000000000002,1,1,1,111
01854dbc9cdb1eabce8ab39b2fed3335,24,3,925.01,2,2,3,223
018d88dd20da3ba94ff4383ab61eb7ba,7,25,2431.52,3,4,4,344
0190d53671419bf305c4d8b6b231acfd,84,1,146.98,1,1,1,111
01927a19bb9f3aa1a494663bac5e6ecf,15,2,309.28000000000003,3,1,2,312
019360c847d05da335984e50a57f62fa,85,1,519.51,1,1,3,113
01952307c2407aea9fa2975f4f688654,18,4,1000.63,2,2,3,223
0196ccbfa2998a06d53613ce100da1cf,8,9,2610.64,3,4,4,344
019ad8bb492ff141c8bbc84c113c82b6,17,3,1153.08,2,2,4,224
01a55107949c74db693a9e2c6c41510a,52,3,1145.88,1,2,4,124
01a769d4d03be6e5c822979f84993338,69,1,165.16,1,1,2,112
01a8610dd1478cb1ca4b4e30c7cd2bc1,4,5,127.33,4,3,1,431
01a8a7b3d696fc1e082a0088ab8892fa,6,18,1533.5,3,4,4,344
01a92730f6583058b297cc7cb813c430,21,8,1361.6000000000001,2,3,4,234
01a96980ac4f5fb155c50bf30271a4bc,29,4,181.64999999999998,2,2,2,222
01a98205c7d28361cbd5b69179f20f36,29,1,48.13,2,1,1,211
01aa77d4e2ebb256c1d8d8d4bc07b769,12,1,149.99,3,1,1,311
01ac538ca395e835bd6fdd800ff5b962,48,2,639.49,1,1,3,113
01ac66a120989d15f9a384074b52a1a0,3,4,436.44,4,2,3,423
01b070df4e608a3e0ad1a18c4747d175,12,2,151.88,3,1,1,311
01b579f782d84106c716e01cabbbb8bb,66,4,441.04,1,2,3,123
01b5d46b2f5ce2f039594b6dc574afa2,2,1,109.19,4,1,1,411
01b5ff8d2e41167fe612fc33bc67d119,35,7,733.6899999999999,2,3,3,233
01b69012e7f17cd91be43d8fdae9df66,7,11,992.13,3,4,3,343
01b7e8449fb03991c1861409504776cd,3,4,100.4,4,2,1,421
01bad65061a6b011424414f3b29791f8,32,2,299.98,2,1,2,212
01beb851653937909a399ac720c6603e,4,30,1499.74,4,4,4,444
01beb95647d1935c5906631089e366f6,37,4,324.71999999999997,1,2,2,122
01c085f76411fbca33b474798a2dbfe7,83,1,99.62,1,1,1,111
01c09d01f09e016f2595148376f35d04,15,8,2012.3500000000001,3,3,4,334
01c7d7a44d95151a78b1fc8e43423fe8,11,3,358.99,3,2,2,322
01c90c48765afe078f9c1f510ad18e7f,11,6,705.61,3,3,3,333
01c932b6d3a276f3fc16417067e8c16c,37,1,6.98,1,1,1,111
01cd0fc7d1bf8d8137572a4600616ae6,13,4,347.72,3,2,2,322
01cd4d043fc091a95990538ec3674bd7,1,5,1450.2499999999998,4,3,4,434
01d2ab4eefcee9d7a9bb3cbb4fc517d3,9,3,1440.78,3,2,4,324
01d334fbc6f04b8a9fc73965add4786c,59,3,335.61,1,2,2,122
01d905d0ae77b545ab5f9b1f43761727,3,24,2860.34,4,4,4,444
01dcce57dbc17da93aeaecdd3f25702b,2,7,783.97,4,3,3,433
01dcd7c1da02192ba4bacd3950e80e41,4,9,1675.53,4,4,4,444
01dd2187cf9ce229d70966c88a3dd0df,5,36,2076.2200000000003,4,4,4,444
01de443e3c33df9d44a1326ccd07f996,4,4,390.0,4,2,2,422
01e00c9dff1fbcf65b630f9b7ea2631e,7,7,1839.09,3,3,4,334
01e0cdcc43cd3ffa3db843eb8501e388,53,1,333.74,1,1,2,112
01e80cd442ab030e0a9ddee38e3946a7,4,2,141.98,4,1,1,411
01eafd232fd66041c5c98e7add2f1f94,12,14,972.8499999999999,3,4,3,343
01ed4e8b2ef49e3d8e08bdb3bb8bada8,2,14,1415.04,4,4,4,444
01ef06a76935ce7d3d66bf6b71d04d25,25,1,54.99,2,1,1,211
01f9665f14096ceae0cceb8595d194ef,20,4,466.6,2,2,3,223
01fae66c82aaf132c7c95fcca6ae82eb,5,17,1972.8,4,4,4,444
01fee72451262fbe7a002dd18ccfaa3a,24,2,251.57,2,1,2,212
0200b979ed19bfa86d5c31b77a7a28b0,13,7,926.3100000000001,3,3,3,333
02041e8b1a6a17064bbd51ea87a8f27a,17,3,259.90000000000003,2,2,2,222
0206c03d225fc9ded09b5514d32ecfa3,5,4,591.29,4,2,3,423
0207521459f6ada752a2995ea62ae85b,5,22,1107.3800000000003,4,4,4,444
0207e0e89ec188c05edfcc96487d9862,24,1,59.16,2,1,1,211
020867055fe82567fdb55d83f2df0396,2,9,1371.66,4,4,4,444
02091e948281c7cec8137fa0ca65bac5,3,58,4915.869999999997,4,4,4,444
020ba4bfc3ea5503014fcb9ac71381e9,25,6,536.28,2,3,3,233
020be957f8738367605e048f2c030724,26,2,105.97999999999999,2,1,1,211
020c24612987516347ae4260223dd37a,3,7,277.84,4,3,2,432
020cb267efc9f9241e864a5f5cf543a1,7,2,309.29,3,1,2,312
020cda60241ea1663043fb6bb2e21ccd,42,2,319.34000000000003,1,1,2,112
020ed5ebfb90736a161be5b87b3dba18,25,5,605.9100000000001,2,3,3,233
020f42919d1c1ec1b25fb9f52b9dd450,1,1,6.79,4,1,1,411
02108a49eb0bb7d43430977ff108d20b,6,2,393.5,3,1,2,312
0211e209cddd38183d780f41f74c75d4,25,1,542.65,2,1,3,213
0219ecc2f371a108202c27bac8db9273,9,2,796.3100000000001,3,1,3,313
021aeff4e69c8adda4dc9fd1c3d87224,80,1,278.99,1,1,2,112
021bc8377fec705bb7a2c94ce51f7be1,17,3,4704.68,2,2,4,224
021d5e34f955fba3e8f741087c99c153,1,10,2155.08,4,4,4,444
0223d0c02da8b9139e221af0be109357,10,11,1112.88,3,4,4,344
022e13b3366b1d320c87662ee678ebcb,30,3,869.13,2,2,3,223
0230c2c94f32c037c193d40f1be76ec1,64,2,172.76999999999998,1,1,2,112
02355eb3ae8b3cd4e8d7e982b05649f8,15,1,43.99,3,1,1,311
0237cf3cd26e2831221fa2be60266c77,44,1,99.98,1,1,1,111
023ea9865c78c4dbb8217726620bd9bd,22,3,495.82,2,2,3,223
0242b5dc8863bc96b0f2c3fcf29560c1,53,4,299.34000000000003,1,2,2,122
02432ecf70d558ef79fceeb2dce7ab69,14,3,691.19,3,2,3,323
0246920723e86b486570ee973f5fe201,2,4,237.51,4,2,2,422
0246a6898acd7008d6fdafb670c61110,33,2,409.65000000000003,2,1,2,212
02495479abd403eb047376f02ead551d,37,8,836.69,1,3,3,133
024a23404b82ba58927823e191a59c57,6,3,83.68,3,2,1,321
024bce4d4f39ad13600b353208368b01,2,1,17.99,4,1,1,411
024e3c01a5322286930499a12c156eb4,51,3,183.51999999999998,1,2,2,122
024ea24864d8f88696b193b7807418cc,26,1,879.6,2,1,3,213
025035ff88b9b65005cc7c01a48474ff,8,6,928.9100000000001,3,3,3,333
02528ce3f0e74b4cbdd1825e87af632a,10,1,179.97,3,1,2,312
0257801aaf0e465b24bcdef3d794dd8d,11,10,1023.69,3,4,3,343
0258b29516774c968a1df059e830dc80,29,3,571.5400000000001,2,2,3,223
025938d08e182e9ad5bea2f423453852,78,1,299.99,1,1,2,112
025bfdf5ae32b549b814693ea6df2819,34,4,376.66,2,2,2,222
02611b14fb39d00d546737164ce32697,76,6,200.17000000000002,1,3,2,132
02624eecf3336849aa148dce63fdb0f5,14,3,390.65999999999997,3,2,2,322
02624f30b2bfd8f4a73f84b6972d4ecd,28,7,1417.32,2,3,4,234
02649f9811cd5ef8309b76647a407714,26,4,256.72,2,2,2,222
0265ee77596f5389ce8b0fcd91ac9818,7,4,761.3399999999999,3,2,3,323
02679a8c31308a0c794722c558b5b61a,19,7,1243.3600000000001,2,3,4,234
026b589ff3839ead7c6e2ddde558a76c,26,2,620.76,2,1,3,213
026bf97a01900966ef71d8684e8dedb3,1,8,1565.22,4,3,4,434
026e4f83accb9fdc13d1bca503a9ff04,16,6,316.7,3,3,2,332
026faf79e90543991ec12b9012509a12,7,4,359.90999999999997,3,2,2,322
027163f3e1dd2c9fc161507bf9046fb0,2,26,2378.519999999999,4,4,4,444
0274104482ba920e534053838525ae10,4,8,1986.69,4,3,4,434
027478914690fa72e6238a07575ae8d1,43,1,18.99,1,1,1,111
0278ec6fa59b09f0f0f36643a28e83c4,28,3,152.97,2,2,1,221
027cc3bacd8cf2a505453d46f235f1d7,2,10,1017.9999999999999,4,4,3,443
027f8b05dc1bab4b797205a1a02df8bb,9,1,54.65,3,1,1,311
02839c6c0c118455bc8a66e5b083d033,9,6,2236.41,3,3,4,334
028a6f772ced3dad4e632f4e843ae5c4,53,1,17.9,1,1,1,111
0290e004d7f334291c71df59c2f49c0f,3,10,2055.59,4,4,4,444
0297050c0a6d0182e2b951df6d7ee75d,5,2,166.25,4,1,2,412
029db71d2f86a3560915e146066bec9c,30,5,502.1,2,3,3,233
02a11732037e9be9fba2e8760c8c2ea4,20,3,240.92,2,2,2,222
02a7614938964b61579b8fe98a74dadf,22,1,38.33,2,1,1,211
02ab5abe50d3226544a92518da0b4e5c,71,1,219.0,1,1,2,112
02accb14c753bf7854abad2ad821580b,10,16,1364.8999999999999,3,4,4,344
02b18edb42bf74aad5b0ae5fc8be3e35,51,2,222.38,1,1,2,112
02b1e3a536704024490b00a823a6470d,38,3,365.24,1,2,2,122
02b322b60fcd8b3c13ae39b60d904379,19,6,2014.01,2,3,4,234
02b3d4f2aa06d7cd0634c2b6d8f6e201,25,2,201.39000000000001,2,1,2,212
02bc92465a039120780cfd1bf4807aaa,69,2,196.29000000000002,1,1,2,112
02bd5181d96d7310e2b5b0197a09a33e,9,1,265.97,3,1,2,312
02beec9b5be9fd24537e7408ff611107,23,7,512.99,2,3,3,233
02c017695eeb8be603a1153af96c2ec9,24,7,1322.96,2,3,4,234
02c0ddfe837c1c84bf610514e9360856,43,4,266.64,1,2,2,122
02c3dc9104ab5f2acdbe5ab397db187d,22,1,29.95,2,1,1,211
02c5f7b3cb2480706d17b0675629c9b1,30,3,715.04,2,2,3,223
02c7417bf421f3d9c41a83749a6fe7a9,12,2,197.54,3,1,2,312
02cad665892eeaab274787ed561a1bd9,59,2,203.06,1,1,2,112
02cd3f2fd1333118f343e141d016931a,33,7,442.38,2,3,3,233
02cf0e7680da5ed73946ecb8bbe59dd9,23,9,889.3399999999999,2,4,3,243
02cf1f4e9360a997b580993216308fca,1,3,392.24,4,2,2,422
02d59ffe065c2f1b25ed63623c0d03d5,12,8,1904.31,3,3,4,334
02d70f3ea50b952cd1d79efcd32f6ce6,33,6,703.1200000000001,2,3,3,233
02d9155157c92c467f25abfaef97d1dd,1,30,3884.1999999999994,4,4,4,444
02dacab790bcaf21747858d7d3fea290,21,17,1603.0300000000002,2,4,4,244
02db68c3ed607b9119aa939f8539765b,59,2,290.46000000000004,1,1,2,112
02dea560ab6a6bda6fc1c2a9fde3e62c,71,2,163.48000000000002,1,1,2,112
02e114533d70857b0b425b92aac80c80,16,3,570.35,3,2,3,323
02e581751521dbde156f1203a88a7363,18,1,3.39,2,1,1,211
02e62b440f2ce2402d6f0139a87beda8,1,6,675.69,4,3,3,433
02ea3370769b8a1805ec122f85ac97ee,24,4,498.13,2,2,3,223
02f091d7ddc5b7aacfed1afd4d60b4c0,14,7,767.73,3,3,3,333
02f218021c72c32e59d3b802d24c88d7,4,17,2232.6999999999994,4,4,4,444
02f31464cb6fed2f1321245c910fde8c,8,22,3270.7900000000004,3,4,4,344
02f5f49e528f28e9cbb451271a953d21,2,7,311.16,4,3,2,432
02f6e6b662d5eabb7c5063f1c2b61262,30,2,93.01,2,1,1,211
02f6e919f8475f4d62337c19e5ff788e,8,5,779.28,3,3,3,333
02f8a2850588aeedb067e08ba66fb2d6,22,2,408.9,2,1,2,212
02f9284ff99429ea47f3f13a94132a71,31,1,46.47,2,1,1,211
02f94348fe26520886efd4ccd679b1b5,5,25,3946.7299999999987,4,4,4,444
02f956e3f217538356888a4abc925c37,52,4,347.99,1,2,2,122
02f9f93e1032df4059a6bd035444d353,1,92,5480.159999999999,4,4,4,444
02fc1c89cb865816846a2a59167bd5d0,2,13,3198.1499999999996,4,4,4,444
03076d0ece19f29598fa671e52484eeb,29,2,1642.01,2,1,4,214
0307bae5e309b6fdf384779b6216d3c2,73,1,44.0,1,1,1,111
0309bf9991212323554ba624a305c0d6,84,2,189.98,1,1,2,112
030bb9be583ee80a7e3ee3eddc6a2832,7,12,437.4000000000001,3,4,3,343
030ced16c37976e538fbf8d1c96751fa,34,5,933.86,2,3,3,233
031419657fbeb511d3fb17fbc95b9c27,28,5,1884.81,2,3,4,234
03156e6d7a0dfcb795e74d704298252e,79,1,129.99,1,1,1,111
0317fddbdc1041c5edba4e2ff5c105d2,10,7,747.42,3,3,3,333
031dbd1798559e4946e16a2191a39b4c,22,2,228.74,2,1,2,212
03222d5df2cdaf54b8d06e8ea02f5ecc,9,13,1347.0300000000002,3,4,4,344
03261339b5899d8f341a614f0185221d,30,3,903.01,2,2,3,223
03283083f72a38e993611fc0bd132147,2,22,2631.7799999999997,4,4,4,444
0328f2758c552e185f103b12248de350,10,5,363.81,3,3,2,332
03296ddc7c40ad63e9654a3f53b5b87e,11,2,123.96000000000001,3,1,1,311
032d809d274ff0445e30c436b0641afd,79,1,108.01,1,1,1,111
032fbf1576cde0cf574770e27591af38,26,3,278.89,2,2,2,222
0337dff2ca9c04c1b36b074b4d38ac64,2,1,170.0,4,1,2,412
0341c894033ee99e8fce2d538c5aa3e2,14,2,154.5,3,1,1,311
03424b7425dab5578674da1472d2ec1e,17,14,1931.58,2,4,4,244
034667c43a19d2f007fc0cefbf9f4803,8,13,2227.2900000000004,3,4,4,344
034a60bb26ba857afb250737623ed6cd,4,9,794.15,4,4,3,443
034c641716792b125e9078db58f86519,20,13,2092.74,2,4,4,244
0352d6fe733aadba0ddc1ec3615805c7,1,38,6528.719999999999,4,4,4,444
0354a8d2738364f0ba692a44d26daedd,26,3,850.3399999999999,2,2,3,223
035540105a6bc9bdcaa30b4253df40e0,35,2,26.490000000000002,2,1,1,211
03557984bf9a5e2baae8544428a34961,5,4,290.78,4,2,2,422
0358609aeff06fbbb02a0849ab186dcb,16,1,89.99,3,1,1,311
035ad6e0084d1f23086a2cbe78dcc196,13,7,366.38,3,3,2,332
035d57bb2521aabf24cd0d8830a8f934,4,3,334.30999999999995,4,2,2,422
03652f76056071aff4fffe7d97c3f6e6,10,4,1265.84,3,2,4,324
03662c4106a13c41456d2cf006c71b68,26,3,285.33,2,2,2,222
0366a2865982d7f281b23ff9e5029426,73,1,129.99,1,1,1,111
0368775f6ec388487ddd099dffb7cddc,16,4,429.19,3,2,2,322
0368bf68de214bcdb7841463a7e4404d,1,21,2952.2,4,4,4,444
036ab5fe666403d6188173758ded4137,59,1,95.08,1,1,1,111
036dd35740306f035981ac7edebd14c8,25,6,1223.81,2,3,4,234
036ed8a58de204d3211f9ae9af00999b,9,2,349.43,3,1,2,312
036ff3d0b3db02f8b6fcf497e2d6d063,8,5,561.75,3,3,3,333
0372c5bbb681ae54548b4c0e4ac118b1,53,3,324.47,1,2,2,122
0372f8c2c1f608589c452060b134cb86,2,2,238.58,4,1,2,412
03748a65dd16be9fe326f009f763688d,3,5,429.32000000000005,4,3,2,432
0377a2056cb9b0dac97634642c655f0e,24,3,446.16,2,2,3,223
037955ab8c725ece2b78d29c70b9f015,3,1,182.89,4,1,2,412
037a7254ddc1a857dec2e1954d8ccf36,76,1,37.01,1,1,1,111
037ff961d0f371b98221e630accb2b2e,34,3,194.83,2,2,2,222
0382d67849a61120003096b18ba88981,49,2,299.69,1,1,2,112
038bd6ba54222e71c4c07bb01108c18f,4,11,863.5899999999998,4,4,3,443
0394d6683d230c891733682645f31519,12,6,536.8399999999999,3,3,3,333
