,client_id,segment_name0,segment_name1,segment_name2,segment_name3
41,13b5bce656306e5205c3856e84985f14,,sleeping,champions,loyal
42,66b57cca5633ddf408d90ce35df3e163,need attention,average,average,
43,23ab0d8328c662c41ad8d34f1290c294,,average,sleeping,average
44,60061b4abaf5ca80d5016638c6b6f944,,sleeping,,
45,89a854f427363e11ef82970d6b56f02e,,,,
46,449e658908fccd14ad534d648aa03e76,need attention,average,sleeping,
47,5864e323048357d855f81ea11df7a63f,loyal,average,,
48,1d37224ecddd563948fd1e3036537aa4,,average,,
49,32b9f20df49951f78cbb531e7a748924,champions,loyal,average,average
50,39049d84c58fc8b29c6ed2a0addd4e20,champions,,,
51,0987326cba989a1443b4c51ca4500f48,sleeping,,,
52,c5110dee3ac650202a90e1d03e8a00ed,champions,champions,champions,champions
53,71e114d2f21aa64c738286a130b0246a,sleeping,,sleeping,
54,2f258c5c0b908befcc680385a069249b,average,sleeping,champions,average
55,01c7bd0419137053d81a60d77a99829d,,,,average
56,a7672f34fc9a7a4e871fc086881ed104,,,need attention,
57,9c20bf7090a4b5971d69b04ac1420674,average,need attention,sleeping,sleeping
58,1d6bf356f13d07e238d137aaae405cd1,,sleeping,sleeping,
59,489d4c973cd4311f2d17bb0c1ebe5e8f,sleeping,average,,sleeping
60,b7f3e61d3a90e497b10c0e9f06d62268,average,champions,champions,average
61,03afc2de879dedfed99bde0a715ba027,loyal,loyal,,average
62,9b0d97e22ac334bea43b47b48743a414,,,,
63,788516f8d2ec4c4d6eff19fd47fd7345,,sleeping,,sleeping
64,be56c32dcc90207247a9f327b6e4e774,loyal,average,champions,champions
65,716eabe4c30b1be767d445ad21882b9f,need attention,average,average,average
66,1481716697b8eb144b97ba1eaa787e47,sleeping,,sleeping,
67,bf09879f9bd9852ee2ec4fca8c0a01e9,loyal,loyal,champions,champions
68,ec5e46e34da92c4b4a6796f4b4404cab,,average,sleeping,sleeping
69,5c52a5298571ccf8224dc19428c8e9a3,,average,sleeping,
70,8c7da6bcfb0010e050d897782a719ead,,average,champions,average
71,4a3dd03f2c11f61a635e46c804fe5c7c,need attention,,average,average
72,997eca1bdc8ad4fc27dbc1440895dc79,average,champions,average,average
73,23b97d271e5cbfe80e7ebab7a4c0432f,promising,,,
74,053dca2bcc413e05d761a111156b3a0e,average,sleeping,sleeping,average
75,f9db5039115e4c7eef12d22e03e2eed8,,sleeping,sleeping,sleeping
76,b3bf92be72eb1f71c2ca2da2bd10393c,champions,loyal,average,average
77,e98cd92fea45f5f5c5b70868895349e0,sleeping,,champions,sleeping
78,eb5ffaba979b072887d1d39ef25d1f7d,,promising,,sleeping
79,454b0c0f7f231e61a3176e60202d32cd,sleeping,sleeping,,
80,8f541d459802afcd159d901ba1f566ac,average,average,sleeping,
81,4ad106d69b7dbd75f548ef57ff519c11,average,,,
82,04e3b353c7903c1ea9244a9abfb59917,,sleeping,average,
83,9657d9676192ca9be40c3cc442064555,sleeping,,,
84,b31c09db506e5128e6f626380625ee65,average,need attention,champions,champions
85,87c9aaae28739edecb8a9566305f4dfa,,average,average,sleeping
86,a0bd73f1c7bbb9bd8be296df76d430f0,,sleeping,sleeping,sleeping
87,3310f1a95c998a63a64561845778fdfc,,,need attention,
88,74d70e1d18a09239d7efc6580c07623a,average,average,average,average
89,f3a725a56bcfdf6be6fcb36408c240f0,,,,sleeping
90,573dc05b89fc425616122345ef558558,champions,champions,average,
91,286582c3e81fc3b8b236b4aedadf366b,need attention,average,sleeping,champions
92,54abac0aca8f4aba5391901beaf4ac3e,,average,average,average
93,bf8d823c132de8cc2b23bd98039fe88f,,,,
94,4b04c5f1273d7a8be34aa77d47d41ea6,,,,sleeping
95,3e18acd7479cd5e59f469ab0b761b7b5,sleeping,sleeping,,
96,b6c56af177f233dd400089090431ac28,,,sleeping,
97,b1167e307bfb446063fff25e3fa42197,champions,loyal,champions,champions
98,42f27082bda3d83da00aced17c0d8308,average,average,average,average
99,a12770e64b5295c2bc63ff9d2b85d6de,sleeping,loyal,loyal,need attention
100,410c4271dd8b4ed6e58e372a95436f58,sleeping,,,
101,81d7d9194a0de90ddcd4104f35d55cb3,average,,average,sleeping
102,1242627c919332562d9365995843d9d4,champions,loyal,champions,champions
103,f826284943e2588ee953e3c5347aa862,,,champions,sleeping
104,f0736d36b7d650d65944ed2510c48584,,,sleeping,
105,0d8d1948ca646096c6fcaf5869af4833,sleeping,average,champions,champions
106,4a361c3bd49ecbd6e55a9d3b4993806e,need attention,,,
107,f5e0e24eb4b63dc3903ca121d5ce6dff,sleeping,,,
108,2c4719e5795fbb76b3b366045538e4e6,,sleeping,loyal,average
109,f5c7ba15876fc98fe0cc9648843ec467,sleeping,sleeping,,
110,aa78ad0e81a696c88a1cbbc94fcddbdd,average,average,champions,champions
111,4065c8bb5d86fd00975f5cfa4291c53d,champions,champions,champions,champions
112,893f19ee48281336659908a6814273a9,average,champions,loyal,loyal
113,8b88f612ee052b5e945dbf85f13b27cc,,average,sleeping,
114,ba942cd27a8a733672b4af1e04325529,,average,average,
115,bbf9764f994cdcf4d3a6234fc066f59d,average,sleeping,loyal,loyal
116,d3af53fcd4d25f57deffbffe8d647b22,,,,average
117,9330eebc1d3e58ea8ce74d05a0845143,champions,average,champions,sleeping
118,122b7338a951db40fb123ddba765949e,loyal,average,,
119,af71f033a822d0106662640069c03ce7,,,need attention,sleeping
120,f4f58da977e4df4c814590da325e045c,average,loyal,,
121,4b7931531dad0da8ef7f5f88f9c811d9,,,sleeping,
122,5338f0ccd2e16703279b37502c7f2939,,,sleeping,sleeping
123,e61fe691dd0c4aa64aea7b84923ab35e,promising,average,need attention,loyal
124,bb45cafe5f1628d27243317f426fa7e0,sleeping,need attention,,sleeping
125,a376623c1aa6cd10afae2916db401934,,,,
126,0e43a7a062b1ca143a796c8d4d7155aa,,,,sleeping
127,67f9bec8071688d756dc53915abd36f9,need attention,average,,champions
128,c76cd32f19f8571325f55770a59f9443,,,,sleeping
129,ab05ec4509d7b2a59f3fdf133ba58074,sleeping,loyal,,
130,2b8ef78226adbcc9534aa41d9766887d,,sleeping,sleeping,
131,35e936469eafb5f9206bd2dc7b803c3a,,loyal,,
132,524371e13813e9647f68dad66f36ed4a,,,,sleeping
133,4dc1b67ab2fd9ad822414554fb149f57,sleeping,,,
134,f09d36b79cf6c44686d18fc8352d9346,sleeping,,average,
135,82307af94f6a49fc8b30592da30e932d,,sleeping,,
136,de65d8554db7c08218174c21b1f7aae2,need attention,,,
137,c4571bf2705eeb63c821d07029f777f6,sleeping,champions,champions,champions
138,d93aa6bd3469b83163597ed4ebedcd7b,,,loyal,
139,3d4493e74e94b230871e7f618f7dca39,loyal,sleeping,average,need attention
140,d69fe5160b0e086010371aba5ca2f24a,,,,sleeping
141,ea2fe0b427ba76cf74bcfd3f81ed2b1b,,,champions,
142,b36292a4c4d04c5ff7c780713e63ee6d,,average,champions,
143,6b68b48f1d442567c5a6e7237af1b4a2,,,,champions
144,f9c5950f4ef23accd909739dc6a459cb,loyal,sleeping,,
145,6bffb7155ce7ba928013aa488548ebe9,,,average,loyal
146,b009b9ad245eca05ef254def0f14cc8a,,,,
147,aad37906d5772f4acc4784162f6a78b8,champions,champions,champions,champions
148,e7aed0ef508c71368ed40a3bd41cb695,average,sleeping,,average
149,164716ef28b9d6c6bf119a8cda6708e4,,,,average
150,b3fc123059de414cf610fb8eae550443,,average,champions,sleeping
151,01d905d0ae77b545ab5f9b1f43761727,champions,champions,champions,champions
152,bc76e16102f0236cebe7fd1c73d36b28,,,,
153,143c6ad3c32c85828976b947f93ae13a,champions,loyal,champions,champions
154,b26131493f2fc195f53610eff7677831,,need attention,,
155,ac5b67d8588bfe521a2876d6dd64f315,average,champions,champions,loyal
156,d667e77878b7f812ba89891255335850,champions,average,,
157,8ed278d06c7f19b27fffb7cfbf0a2c0c,sleeping,,average,
158,dd3e74a2bcc33c041f3139ad118920be,sleeping,,,
159,9fa55f68e88f2027d267a96a84be45d1,,,champions,average
160,24a1c7fa37f624151ef07e21dc6f3dba,average,average,sleeping,
161,b3fa431fbf58ede560672cc3b5936831,average,,sleeping,
162,f9ae3cbe47f1cb50a7dd66450a59eeab,champions,champions,champions,champions
163,3b5b5ad2f121b209a2eee7af73262404,champions,champions,champions,champions
164,65027f9c986c16859a414962ebaf6e40,champions,champions,champions,average
165,402005d1d0b4fb52bd5d31a94d152c94,,,,
166,33c90917bfabd7ed8fd336f965fb8be7,sleeping,sleeping,average,sleeping
167,ebc738d25f5260e565dbb443b97056b4,,,average,champions
168,9044be06f7474cebd5d9e1c64785e5cb,champions,,need attention,
169,7e70aee54216408f0869876dc48edd54,sleeping,,sleeping,sleeping
170,c2f308d1c698c85ea43abcada3b707be,champions,champions,champions,champions
171,58a85ecb94f4fe9b34d1d768a4d7e44d,,,,sleeping
172,d40c31ce1e979f04a48e484ef3302b85,need attention,sleeping,average,need attention
173,83ee4162b33467c9aefa05490c4c9c32,,champions,champions,champions
174,d3f43f9c3b15f617b045ad31394c3dda,loyal,loyal,loyal,loyal
175,e6c2c36af2bd8e45317ba1357f1d6fea,,,loyal,average
176,08b2d103eebe4bbe6147983a427cfc70,,,average,sleeping
177,9b5b1741f5dad510b12ccf72541c6e1c,,,,champions
178,7e185a27d87dce7520b092918c42f957,sleeping,average,sleeping,sleeping
179,807a3b5f4608640bf461095eaab5a05d,,,sleeping,
180,740813670af28a39492f7a5f10d0d3d0,champions,average,sleeping,average
181,4a33670844a2d078ee4b3e2f63fb49f1,,,sleeping,
182,2a2b7ea6a8b4152f80b396ed78e0de5a,sleeping,,,
183,e29563097acae4e3f29e1fe5a6668bc3,,,,average
184,3d504d891fa750b0bad0367f07979e0a,,sleeping,,
185,7101954a313cc858573ecd126393ac97,average,sleeping,sleeping,sleeping
186,3ad8de65767d32dd497645b6f6cde612,sleeping,,sleeping,sleeping
187,74e615e5a3fe4258ab130e40a80753f1,,need attention,,sleeping
188,cac1595871806798f06ddb25b3b04ac2,champions,champions,champions,loyal
189,553b8dab1d5c7fc9f8086b081ea5c409,loyal,need attention,champions,champions
190,ff7c00417846094631f034921c661639,loyal,need attention,loyal,need attention
191,1d47f67c41fa95097143057ba59ac7b2,sleeping,sleeping,sleeping,champions
192,7afbd1433688f59d3d2f4bda1b721eac,,sleeping,average,average
193,19c091dee5bc913c8328337435464450,,champions,,
194,c47ac625aee3b6864ee3e76c6443f2b9,need attention,champions,loyal,champions
195,28156079236828983eb831e64d802d5c,average,average,sleeping,sleeping
196,e775de2ca653975db6056b350dafafd2,need attention,need attention,need attention,need attention
197,9b7a505f9a73fc1adf64e156b891c63b,average,champions,average,sleeping
198,b23cc9233af64139c12e5132ba02666c,average,sleeping,champions,
199,bc88feb66ee648b5f0d2c3ff55f4b86f,average,average,,
200,5e535cad0bb07b2926175156c061288c,,,sleeping,loyal
201,1720ba36ff3e243e20c089fe1a1f0e2d,champions,champions,champions,champions
202,810e8654a9854354127c370e23fd9d18,,,,
203,83bbb12999e88e43d9bde84beb495152,sleeping,average,average,champions
204,6243f40963f84962fbd9eb0dd484abde,sleeping,average,sleeping,average
205,2388a017f1882434055a8ff05dab8d77,sleeping,need attention,promising,promising
206,98954687bd7dc9467fa8b676a6516832,,,,
207,29f20c5196bd360c4be7ca7f818288f3,,,,average
208,73355178646a00f322932b3bf4a17fa6,champions,average,,
209,21ea3f02eea2141e72f2e65c1c4383a8,,,,
210,83c7d81e8e08bead5e58c19c85a79191,average,need attention,champions,champions
211,77b34a57f5eb7854ef6d07f0bfff677a,champions,champions,champions,champions
212,f07b92a49bde24bef38cf74e3cbbf3bd,loyal,champions,champions,champions
213,b77f81613ed7dbdd2b1e1901166601b9,sleeping,average,,
214,49f8c3263248dfe856655ba162df1623,promising,,,
215,7953adfbb3828bd2f47ec0c2a349e792,champions,champions,champions,champions
216,17ce8a56207c486e9c8457b85af7b67b,champions,champions,average,loyal
217,7b1c7b8e0a295cc0827fe5256cb7c5e7,sleeping,average,,average
218,9c3e08112274fb05529f2a756e6a6e44,,,,need attention
219,3ad3d8a0c2dfda525bb916fa9430e77f,,average,average,sleeping
220,f6f98165a7b261d3a345b76d7213a37c,sleeping,sleeping,average,sleeping
221,ac9a0586549d284d1f997a5b729a4296,average,,,
222,36cbb681a0e1b41a94349ddf29e16417,,,,sleeping
223,6694f8cd9163b27e6c62176c0fd08a7e,,,,sleeping
224,fa58708ef2a7e9d429de3399e59af154,loyal,champions,,sleeping
225,a111bd65aed5454543333b10f0add125,,,sleeping,
226,5f5a336ee998827cd8a7357ae13a25d1,average,,,
227,5d441f5508f8da9ffd4dc4b70e9beeda,,average,,
228,32e3351a777955f25610048e1f59901a,,average,,sleeping
229,05cebec20b345cc486b61603e844d7e0,average,,champions,champions
230,0ffa4dd71cbb85a79bbac3f127b17553,champions,champions,loyal,loyal
231,bcbee895acf7e7ddfcadf7089d0e1dce,average,sleeping,average,sleeping
232,1de82fb127fad9847f2a3c4d90f6ab59,champions,champions,loyal,champions
233,6631e709ed34fd3ee8f1b173dfb34b2d,sleeping,average,loyal,champions
234,9182e7c114109324ae9aeb1aeee0069d,average,,average,
235,63860ea8a4b29a6db9605befe4da5fc4,,,,average
236,6f3c50ce31e633f2d1e2a763fe52ed96,average,sleeping,need attention,average
237,9e267e457a1bf12774eec1fb0a1f75df,average,sleeping,sleeping,average
238,f142d1fa0c71996c999854b23a56a7ce,loyal,sleeping,average,average
239,7b06260a7af07e1453eca5c4d93ca60a,,,sleeping,average
240,209b734667245ec5120be48367997b30,loyal,champions,champions,champions
241,2d6025242e666d79f758c7180377db8e,champions,champions,average,champions
242,192ade6f339d7a5ec5e16df22c98c775,need attention,,,
243,8917a327040aa88547487d39e21bbf54,,,,sleeping
244,b3d6f735eced179ec87f0b179ad66f43,champions,champions,champions,champions
245,71b8ca15c7e14c99bb6f5ca88120771f,average,average,need attention,champions
246,f1f1deeec22fc79a4a9182a6fa3d8284,loyal,average,sleeping,
247,a9040d0c9d5ebac191c567fd9a577655,champions,champions,champions,champions
248,c637755d9bbf819ed9ab69c4d35bb487,champions,average,sleeping,sleeping
249,6a34ed2869ef2c59d040db2a18924bb1,champions,champions,champions,average
250,d8cdb403939e47d1db181db0fcef0721,champions,loyal,champions,champions
251,792288bbedf8bbec986093f135ee1727,,,sleeping,
252,aa0dc2e2d0e8bd92c74714fe475d151e,average,average,,
253,02f31464cb6fed2f1321245c910fde8c,average,champions,champions,champions
254,44cc822b730e91d79369bd7705e43bc6,champions,champions,champions,champions
255,abf0f3240c946445aebc4d2fbdfa024e,champions,sleeping,average,champions
256,b1510c175b447becf09a8589f41adc4e,champions,champions,champions,champions
257,be1b479345a4fe45edec0646df11abe9,sleeping,champions,sleeping,champions
258,9f9153342a113d32b57ea38a971b27b1,average,,,
259,7c4b1ea788cce29135b651cfaef4df5b,average,,,
260,fcce1c5e388c376e1debd401a24479e4,average,sleeping,,average
261,66d62a6bb0284bf49cf90d02dc3d2205,champions,average,sleeping,average
262,862bf5b05c1a13b233badec7544d0251,,,sleeping,
263,3f4f3b88f4fcc08dd8646a34f9ddb129,champions,champions,average,champions
264,aa9504a086fa5bb59cdf60bd16f5379d,sleeping,,,average
265,41873d788bee48dbd316732ed0670a45,need attention,average,loyal,average
266,0c21c8a469b8e5b0761c214bc35fe2a7,,,sleeping,
267,e35d31b2e5c3642761298ab1b0d71078,,,,
268,2f0df5d50ca887ad5fd06d7dee99cf3d,average,average,average,champions
269,e7353be08083c8b736f87e27ecfcef51,,,,sleeping
270,bc6394bb0953edec8564f21604bc7c45,,sleeping,average,
271,0990c3fc92d842d6a4c01101e8f29a6f,average,loyal,loyal,champions
272,49da5e46fe6cc1f56c8aa9faccd1ed91,,sleeping,,
273,8ec2efdf6a7e3d0e0f8099c333394e5c,,loyal,champions,champions
274,56eae0d0c47050202ec0ba8de3a5d997,average,,,sleeping
275,311053fe2f945a92836f14147ffa6b82,,,sleeping,average
276,61810273cb9773389d018a9f23fe59df,champions,champions,champions,champions
277,37dc7bfdc6c161686c1462b52788d8f3,average,loyal,,
278,1f99dd73d266581fdaf3d3ed3dbab6f1,sleeping,sleeping,,
279,28f20c5bba55b7ca799a3946267a92c2,,,,need attention
280,3cafc939cbccc516a8f88109fbccaade,,,average,sleeping
281,f564b5926a701ed298265333e56ad638,champions,champions,,
282,8039cca6f54544f39cb953e7ab460dd8,,,average,average
283,16703773e592b6cd4a5ce717a80f6454,,,sleeping,
284,3e381713e4b14ee63d4d4cd850054b05,average,average,average,average
285,b438d7c168f2360837cbd016f0f63311,loyal,sleeping,average,average
286,0d7ec69b1de567d9444e323cf51335bd,champions,champions,champions,champions
287,d1c5515014823adb4a96022189f7e236,,,average,
288,43c94d4a6762b23ed9a6c0e4c9b6674c,,,sleeping,
289,0aea27f06d25762f55ae292f9a714ebc,sleeping,average,,
290,17b7039f45cebf3cba04f2027bbd647a,,average,sleeping,
291,b64b69e2aaaa4b7843b7234495f7be0d,,sleeping,need attention,average
292,c8a9e277c3c6240e51618fb5945e5bf1,,,,
293,a29f825105aac4aedb3e740fc19f9a24,average,sleeping,average,sleeping
294,a55bf91ab23925ae739bc2e4fd8bb486,average,champions,average,loyal
295,8cf30a32e76881052a431ba4dff9d19d,,,,sleeping
296,19905302d85fcf19995637749beacae4,champions,champions,champions,champions
297,018a5fc81e8c1ecc2d5472c90d25dac0,sleeping,,,
298,9e6043dd3e155d483f85a15982b352a1,average,,,sleeping
299,6aa9f92a4ea714e0c54d19fbedd4d79a,,,,need attention
300,16df88e660f68cf51766b577c8752d73,average,loyal,average,average
301,5b7cb5b24dbb11d5f5670aa72d4720d6,sleeping,,,
302,d682dcaa4c4c98b398ff19d5cb743fb6,,average,sleeping,
303,8166b9ade2f289db4dca9c7b44d0889e,average,,average,sleeping
304,8dc372005e90a11ea02e34b00be63c85,sleeping,,,
305,48d79c1de660f62cc2acf46426dd0f3e,,need attention,champions,average
306,08d8b4512ad4b90ad8a2864644000bdc,,need attention,sleeping,sleeping
307,19423eeec30c2fbf5732bac007a3370f,champions,champions,champions,champions
308,15e84777c42df77912a0a1b1e69a95ae,,,champions,champions
309,d35119307a6b6e700b8b9304e47014e9,loyal,average,loyal,average
310,20b9bbb40792f48f898ff10318bfaa00,,,,champions
311,2177bf1c6e8c5861f1c4e931ef83b253,need attention,average,average,
312,fdf56c44445578b89fb0324f8b257198,,,sleeping,loyal
313,fb870779eb7aef6cf413163e69025447,champions,average,,average
314,b3a9820b34b9f7304cb57e3fcbaec28d,average,average,average,average
315,985c587424440a08660d10b8bda1e419,need attention,sleeping,,sleeping
316,2e4e9ae40e21dafbac1de01e0350e3cf,,,,
317,8b9ebdc991c3a77f400c0c1bb9cbcfd7,loyal,need attention,average,champions
318,3521aedf6ce9642168c7a3946a9ce0a2,average,,sleeping,
319,50c2d27d774fd909cca381e219675051,average,average,champions,champions
320,92d1926d3a3667f2a47fb2387a36ba43,,average,,
321,bd916be9832a070ad321a17e5b489313,,,average,sleeping
322,9ce8a811f8198e35b58a5d5d90761fe0,average,,loyal,loyal
323,cfa305394f7cdbf7e51792c261205b5d,champions,,,need attention
324,d4c71389ef33dbde5da819b1d61ef4fc,,,,sleeping
325,e2f69800bcd17e47ba0866ad25a77a26,champions,champions,champions,champions
326,bbd76a9981c0c03f62ce8b6ac3f2ec7b,,,average,loyal
327,76d2d5142df4efa008e358ba166783a9,sleeping,,,sleeping
328,3002f9b3978dd22629866ffc64664107,sleeping,,average,champions
329,d142c7bf8e75d405781e4c94c4407d85,sleeping,average,sleeping,average
330,9f55bbc831f29c414cbac5906be5be42,,,sleeping,
331,9f636d0575f3b5cee671d58691e06ce8,,,sleeping,sleeping
332,5a15be4ebc4fd6faa06f5a881fb2d00b,need attention,champions,champions,loyal
333,a40a4fa2330d4ac941d0713697f9a89f,sleeping,promising,need attention,average
334,4467dc66bda28b0d14e99bcda76fbfae,need attention,promising,,
335,cf49a28473ce14737baa486c829c9ffd,,,sleeping,sleeping
336,b48432addc87e2ce611c877c4fe7ac74,sleeping,average,average,sleeping
337,6f93c9dbdba4ab68bef2319bcd62e5dc,sleeping,sleeping,average,sleeping
338,74c045e6babfd2d7d87783a4102f157d,average,average,average,average
339,287b318def2a7af42e30a9c23c79a2e1,champions,champions,champions,champions
340,3de9e9fb506347f20496fa04e6d9e9df,,,sleeping,average
341,e7b1cbaf74469cec1a6b3518cff2f13f,,,,
342,d5509de080e7ffc39280e4588bb4f7bc,loyal,,,need attention
343,195f535b1c9a840b386fb9429a8766fe,champions,champions,champions,loyal
344,a166b0f4d0f72ada9259e95846578c82,sleeping,,,sleeping
345,f21c816b1c873fea10fa14774259b9fa,champions,champions,champions,champions
346,f08a5ca63e6732b957dc51d68070437e,,average,,
347,b05634927004613d8c337cb1f9d4ee1d,champions,sleeping,average,average
348,8c0284c2d872d2235fd418ff65dcb841,,sleeping,average,sleeping
349,0159d27c0f3dd4abb798d139cbba9859,sleeping,average,,
350,3a79d87f543a07747a18a5231087ae0f,average,average,average,need attention
351,51d20d93b914c18aa8f6b5dabd2844da,sleeping,,need attention,sleeping
352,dbadb5941ceb9f0a1cda2e790916a7c2,need attention,,,
353,890eec39fbedb4811c498a0d22c0cebe,loyal,,,
354,625cd07d7a9da0a8c309866317aa37bc,average,loyal,average,loyal
355,136609eaa8304a188e474d6c5a6e879b,sleeping,sleeping,sleeping,
356,596f451d38c5be6ee7f1e7ea1728f503,,,sleeping,sleeping
357,97efa5984bc48ae2b204ddb02aba39f4,,,need attention,
358,1543c7443045f7b047d40f01427a3ff3,,,,sleeping
359,ca76ecfe1529a2414d0f7f01e33102aa,,champions,need attention,average
360,4d8aa8909ed13b9a781efb867cf1851d,loyal,average,average,champions
361,11a9e7d22fe91ad35e953e540173ca68,average,sleeping,loyal,need attention
362,b81b9b6d4abf2769ac60899d6f04dee5,,,,
363,dc993b9466317cf9918dcdf78107f6ca,sleeping,sleeping,average,average
364,34a5619290dee57b72087200e6e3dbb8,average,loyal,champions,average
365,cfd0b51db9379d7e7aee79d9e758c3c9,,,,
366,e3a1254050c6afadeb2a9253a94ef830,,sleeping,,
367,2861fcd102e03d785f09f66775429e9f,,sleeping,sleeping,
368,af58f84e505aa064e0f7be2c2860f6c4,champions,champions,average,average
369,ea98712694049bd526b289e40ca20d93,,,need attention,champions
370,aaf15e4a28e934e8a1ac8b41cc90160d,,,,
371,ff0c0705c2db6c30f533712b4d40b09c,sleeping,,loyal,
372,30e342545a1c9daeea0018b000969889,,sleeping,,
373,c21fdc65180d62738450120dc83a1ffa,,,average,
374,3a88d12902f22b81ff3e1bd42dd47372,,average,champions,champions
375,8bbee5a16511b3c4e2d424bf1f529878,sleeping,,,
376,c8032bb7b295a67a4f7db510fd176202,,,sleeping,
377,213815875fa3c8acd45a53c3b63266da,average,sleeping,loyal,average
378,dda2291fa3e1fcb48073c4ad5f7a5100,,,,
379,734ad8629b3a69f1a7ecc377b8695982,champions,champions,need attention,champions
380,8d539bf5e277dc7a98d883df875927d6,,sleeping,average,sleeping
381,882be649c925915fabe83c6a0084d2c0,sleeping,sleeping,,
382,a19c138a783e12270460b59da674695d,champions,champions,,champions
383,eaa3a8f8c83d87c26648db6cd2e3c016,sleeping,,average,sleeping
384,f484396a8e7726224eab95ad71bb27c5,,,sleeping,average
385,125d757ed0581431672e83c4063525c9,,,,need attention
386,d149274317f9ebded6edc06e8f1d1279,average,need attention,,average
387,f7c4e4f377fd71191e25bc895458d594,,,average,loyal
388,f6aaae119969bf86c84152473f89987f,champions,sleeping,,
389,78acff1db974eab5b12c1f49b9c2bab0,average,,,
390,23967f1cf42b6e135bdb35e706e1b9f8,,,sleeping,average
391,792472efb1844e12527009743e0839b0,,,,
392,41d0425f1604e6108c2c3ee5eaede237,,sleeping,average,
393,32816b3233c1ab3928e1d5bc05f6914c,sleeping,sleeping,sleeping,sleeping
394,f6c6a6b0583eaaaab366d1936b53f7ba,,,sleeping,average
395,fffbd4f4f6f87bfccd2180e48988c6c3,,,,average
396,c6f0eb191b741b319a39aed75e264588,need attention,need attention,,
397,66cfdc7abc15f2df11045b8912e7385f,champions,champions,average,average
398,ab15a9b0ed154561606d4c792b8dd901,,average,,
399,e0b0340fb62b664e6a0d9ada135ee5c1,average,average,champions,champions
400,4b47905f4d2a44d5d1d324b7283e8d8e,champions,champions,champions,champions
401,2f654eb8bf2e528b158eb1fde054e8e4,,,loyal,
402,876860ccbbffe359ab0a394e77264965,,,average,
403,558ebfbf64c34ed9455f27947a7ba495,,,,average
404,3730ec9b03e9e297c611b2f51b45c079,champions,champions,champions,champions
405,db523e0cf48ead3c4a0827973a08fa73,average,average,,sleeping
406,91694a1238bcec852e84b3b44128f80b,,,sleeping,
407,26d4ad5922fc465ace319ea2ee39f3ef,,,,
408,5b3898d81a2e0dc103b5209bea49115f,,loyal,champions,average
409,198034bfc7b15dc33363a5ac6a07113b,loyal,champions,champions,champions
