,client_id,segment_name0,segment_name1,segment_name2,segment_name3
152,844424f5527bcc56ef72cd4c2dad1084,sleeping,active_low-spend,sleeping,sleeping
153,bc8b3909f31112202031d64f64044f12,,,sleeping,sleeping
154,d20b7aa5a9a41ff445b4b0b0dc2029d7,loyal,sleeping,,
155,e0f2f676238a41f499886559e1038c79,loyal,loyal,,loyal
156,7a2f3a7ffd9c8d687d7fdd82bde92cbd,champions,,,
157,b36b3eb32e4b87ef7dabe216eb95c8ac,,loyal,,
158,35f8d6f884467962d19b6ede38a3104c,,,loyal,loyal
159,cc1829dc7d0c68658a6053e4872018f9,champions,champions,champions,champions
160,2e773e6d56e32cf48ff8e900b4e952dc,sleeping,,,
161,5c3c1fd511656c56ab8dd387a38c350a,sleeping,sleeping,loyal,loyal
162,bff296d92fe372b32942d469e746db5c,champions,champions,champions,champions
163,e720684aaed3342c61c36ff10b261ba4,loyal,champions,champions,champions
164,cd4655f7341270427e6c724d025fd7a8,loyal,sleeping,active_low-spend,sleeping
165,94028eb879014275e63150fea90ba7d4,loyal,champions,champions,champions
166,eb5b3221ffb5220d4881084c82f55ffb,,,,active_low-spend
167,136f2df9d0fb6bffb5008ffeb82d42c3,,,sleeping,
168,a209ec7bd500cbc12b8830269d8d097f,champions,champions,champions,champions
169,94472899717224c2c44c08aae84c3680,active_low-spend,,,
170,428354d24638e4f572eef65e4d75e402,,sleeping,sleeping,active_low-spend
171,7076414270c0366d7de0960684aed349,,,sleeping,
172,a75db8963ce57a3fefa438362da4f507,,sleeping,,
173,af847aa148b8209a7c167d2e86d980ab,,,,
174,22576f2288c2ff2176ab23acdc18e772,,,,loyal
175,c7be636dbae4adf5900c6fb02208a8d9,sleeping,,,sleeping
176,d6821731828147e6aa0b08aea18ca027,sleeping,,,
177,ef540ba9c46ef53ed13e87f7019274b9,loyal,,sleeping,
178,44ed3f2125a02c94ac7721da99348c86,,,active_low-spend,
179,4ce8a577dcde14806f4ad7b0aed8639f,,,,
180,61fb8eb9535d846a2a43ee220442748c,loyal,,sleeping,sleeping
181,edf006ca82964f6327412033e060dd33,,sleeping,sleeping,
182,7361abd6aaecb10d5b36e958f5818cee,,sleeping,,
183,574db2e4aa775d7e0ca06bd3a0487143,sleeping,sleeping,,
184,8eb5276443457a200d9269219d035de8,loyal,champions,loyal,
185,521466ccb867be1ae80b16b58a7ff912,sleeping,loyal,,
186,da796bf3791d06f65bc625876fe55ce8,,,,
187,a0bbc76052e007f03b49525a3265c443,champions,loyal,loyal,
188,e7a0be79e851c9fee528ecd6a471b72f,,champions,loyal,sleeping
189,2f51a3bc0fa396267fbdabe726774243,,sleeping,sleeping,loyal
190,7fec2014177a07bb102d8420965f1ad9,,sleeping,,
191,3c2627609d0d3765e099020c97807873,loyal,loyal,loyal,champions
192,76be408e9b537c358de0a3f2283dece3,sleeping,sleeping,champions,champions
193,b733803c56c0b7140f6240e3c916ab5c,champions,champions,champions,champions
194,ffcf587a0a9c2218cab29a5d2df95acc,,sleeping,loyal,
195,587182074e6b32bb18853dbeea71e12e,sleeping,,,
196,51cae9255bfc35d4a81c6c8ff0f84bbb,loyal,loyal,,sleeping
197,d9cf96a894a486ad63fe0469d5dab72b,,,,active_low-spend
198,21658e6e8bd4923f2b20934ca62fd213,sleeping,sleeping,,
199,150049b24d9655dd7f344c61d3cefce9,champions,,,sleeping
200,03a692e98a30ba8144938ac866d4f4e2,,,,
201,9a69a667b393d3c5e0015de176801489,,sleeping,,
202,62bca17088312a5a692a6326c67b865c,,,,
203,234bdaf6562e8ae8567c3a25fd3cc1f6,champions,loyal,,
204,041852b785b1c82150cb4621281df182,loyal,active_low-spend,active_low-spend,active_low-spend
205,754fe7f9cfbbcb2d7ba015d7da34b113,,,active_low-spend,
206,923b37f783fe214a4ab052fd28c6513c,,,,loyal
207,6842356376e57b60e25783b71b820dfb,,sleeping,loyal,loyal
208,70067d1dce4f981c6985e15b9aa72a8a,loyal,loyal,champions,champions
209,88b7e02bf366d2b9ca972db18efd2a44,,loyal,sleeping,
210,521e7458d47991b9a5dae8c66e9d042a,champions,champions,champions,champions
211,ea003442bff61cc8f07e3f8fa67698f5,,sleeping,,sleeping
212,c3186d4e57f10c41a63725057ec3634b,,,,
213,703e65e316641361f085da56a77db5d3,,,loyal,sleeping
214,3e5ece9f338a8ffc490d38456e4f494c,sleeping,sleeping,,
215,c09ca48c44a63b144a6b46eeb071240c,,,champions,
216,2bf9bd2a6fcc21e777fb05347f5af884,,loyal,,sleeping
217,c98d5069befc4e4e54ac5c72b2d40cad,loyal,champions,loyal,champions
218,859d9d0619ee5d4735dac4ae68abcce0,,,sleeping,
219,9ed7ffeb357c06e78c13e802399b6de6,sleeping,loyal,sleeping,loyal
220,4c973c7786ce695c079f8e8577dfea92,,sleeping,,sleeping
221,1ed716e0f2da7bc6f0f4f94d46d14950,champions,champions,loyal,champions
222,9d85ab2e854623dd8e3df1f3f6a20f98,sleeping,sleeping,sleeping,sleeping
223,bb9b33756524cb874aba73f3bb874bdd,,loyal,loyal,
224,2df1429a4fa9aec0435aecc401b72740,,champions,sleeping,loyal
225,05f007fa71f525805a14d57c85f92e99,loyal,,,
226,c590b6846c93431ecc2c87f735be3840,,sleeping,sleeping,loyal
227,dfa175f799c0f02ddb708ad7c6460fb1,champions,champions,champions,champions
228,20cbe27327a30026e2c7335750fb11cb,,,,
229,c0932f6646c06126a9dad08cdb6fcd5e,,,,sleeping
230,e11f033a499e32b2b9ffc5c26064db25,,loyal,,
231,feeb57322541834df0ebb693bf68e495,loyal,loyal,,
232,dc13bcec08be84544f759a02d4fa5f00,,,,
233,6246a60fec9021f80ce21c7165e5b95d,sleeping,active_low-spend,sleeping,sleeping
234,3302c422b18f551b59b7f13da0aa6a8f,,sleeping,,
235,f77f43281632a2cbd74214a1fb895568,sleeping,sleeping,sleeping,sleeping
236,c9800860c149261dd985f91f489d56ec,,sleeping,,sleeping
237,9912e4eab93257254d9fab22b8606c2d,champions,,,
238,4face316ffc1c2b6b9cb194fa782913d,,sleeping,sleeping,loyal
239,a9f86e68df5276ee1bd2405a6c7e720e,,,,sleeping
240,3a66aac2969cc99832e166ce584d5e25,loyal,champions,sleeping,loyal
241,f1726284ac0ee0f3b4f5f4509baca437,,,sleeping,
242,06b874a5bb859664f5738b04d61240bc,loyal,loyal,loyal,loyal
243,3042882de4a3860ff990ab5ed9bdb73c,loyal,loyal,loyal,loyal
244,136e478e08b4ea8dc44ac8fda3b97fea,,,,
245,ca1adc9afb751a854de96167e491c8dc,champions,loyal,active_low-spend,loyal
246,24c294d33d9f8fc971cbc69be213d828,loyal,loyal,loyal,
247,7503f1a07bc9972f0560b08dff4c4361,champions,champions,champions,loyal
248,6341f5052d363d0c053d3f2fba5ef83d,champions,champions,loyal,active_low-spend
249,e60c1fa2168796a8462798d6a8b08e21,,sleeping,,
250,ba2b125f6614f5d6da68d2e8498c4c59,,,,
251,0e6ed8e3706066cc46756ef0976ebee6,champions,champions,champions,champions
252,ae78855af228351f5ebf951f01f1c0ee,,active_low-spend,loyal,sleeping
253,22204681a7b08a9c0a053420d4bf3646,sleeping,sleeping,sleeping,sleeping
254,de07bde48b19accfd7b385fe27b9df5a,,,,sleeping
255,e7343d21f24ee848d72cb1c3bea8aeb8,active_low-spend,sleeping,,
256,e919a3b7757f9601960bff5d3f07bb25,,,,
257,d6c676851ebcb525d02c47d21f366006,,,,sleeping
258,b8ada98e298a31f013779aad5c25dd99,active_low-spend,,sleeping,
259,e798fbe6ba8677b863e5f5afdf9cf62c,sleeping,sleeping,sleeping,sleeping
260,90cdfe9124205799feaaa2315a72cf30,,,sleeping,sleeping
261,95767875c72b3352c5b2024a4bd04c48,,,,
262,d409c10493c27ae239d1ecebbe91837f,,,sleeping,
263,6dbb999b37cedf83977bd0aad36e9270,,sleeping,,
264,05a91d72c7817099c64f9b991a9fb1a2,champions,champions,loyal,loyal
265,3850f274b05751a6d98f6f02418a8796,,,sleeping,loyal
266,d324a29dbf89cf0f52dd1e121a5450c3,champions,loyal,champions,champions
267,2b298ff26ac489432393b447c54ab582,,,,loyal
268,b58fe697ed64cd71dde4f83c98acf225,sleeping,,,
269,2b8e63efe6093b0549f4088022f90ee3,sleeping,,sleeping,loyal
270,377f410348343d12b22e7a4a4ec7521b,champions,champions,loyal,loyal
271,23ba76e0c9bd2da030ca19e0a1365b34,loyal,champions,champions,champions
272,176c8ed1d32b70919b616c5668b9d937,sleeping,,,sleeping
273,b0b23ad17b596419e344d5d5a6466caa,,,,sleeping
274,4c7b3ba64166b2224ab540c5fb09eace,loyal,champions,champions,champions
275,a1f2e868d1a5fc22623d89e302b2d28d,loyal,,,loyal
276,4812a5170d71cbc81af60dbcf8cb62f5,sleeping,,sleeping,loyal
277,b63ca1045d61c28995bd5a8fb400528d,champions,champions,champions,champions
278,1a1a3acf3d6eb24ba52f2509fdee9ea5,loyal,loyal,champions,sleeping
279,b01572aef76f8172d803277c6cc5c3f2,,,,
280,b7be65e4c659cad06569fe94ea888afa,sleeping,loyal,loyal,loyal
281,6a44fab1302cc86e093c2596f8ebe44b,,,,
282,777da996835d9c20cdff3706596f062a,champions,champions,champions,champions
283,a40c02ca43a75121791a646d8a6ad2c1,champions,,loyal,sleeping
284,76d8685d38b0c4214fcde66e688f160c,,,,sleeping
285,456b5e6072e22286867118131d5a42f2,champions,champions,loyal,champions
286,a0d82e0ee135edc5d6c23401d004c2a7,,champions,sleeping,loyal
287,7349b8b33b1f479dab4a614c051df115,sleeping,,,
288,cd2dfa4d59bc4f02fbb3aea71716b0fd,,,,sleeping
289,2fab4dd2ed8e625205d4731747b38124,,,,
290,03bb05bdd97981f889590b2a8f024123,active_low-spend,,,sleeping
291,53732cada1fbb6884625605f12f1b136,champions,champions,champions,champions
292,d6e66a6d4bc9c556881efa978dc73d75,loyal,,sleeping,sleeping
293,6519da1280d9e5b9201df6ded12efa88,,champions,champions,
294,4f2ed336482419cf2ee0b07d15f8de77,sleeping,becoming loyal,,
295,c8caa67e0311b712aa8da428083d1ef9,sleeping,,sleeping,
296,dca5dd4cd2a47ddcb61cc9771924870a,loyal,sleeping,,
297,076e7235175300ddc1944d1d4101af50,,champions,,
298,bd8524eb33c71c68d47ba34ba120d88a,loyal,,loyal,
299,a18eb30ae4630bc7aaa4e872e3e4d8ab,champions,champions,,sleeping
300,e7f3663be000057c4d62e9929668007e,sleeping,sleeping,sleeping,sleeping
301,5b29b0a81d5682ed75c6207ffa655f5f,,sleeping,,
302,f349042e210c61b19cf4f7aef01b8117,,,sleeping,loyal
303,730ffb3404ca37d030000b5ee904bd0b,champions,champions,champions,
304,f339240288102647ae6057aa92ec93b8,,loyal,active_low-spend,
305,1fb0e9f14271edb24e00b113cb5adede,champions,loyal,champions,loyal
306,8021b1f172ac049f72ec91a2cb85cac9,,,champions,sleeping
307,0f08788365e6ae0d41c139fc7ceb43e1,,,,sleeping
308,19515b346c814d6b23cc72c275c91951,,,loyal,loyal
309,84824be11bca39712c09a0342a7fd4e0,loyal,champions,champions,sleeping
310,3eca31b9d71ade2e39483b71fdd9252c,,active_low-spend,,
311,68951c9ee395b60213d10611b088e8cc,,,,loyal
312,f93e85bbea5ee96f5f5144fccbcd8517,loyal,,,champions
313,c5da86ee21018de1a9855a255f500f6a,sleeping,loyal,loyal,
314,b660100cca92cf302ae88ff755452be8,,,,
315,c805afb40fb0b561c643f4aabc159b8d,champions,champions,loyal,loyal
316,48b8bb3680ad6015754dd80193d60715,,,,sleeping
317,ec9eeb892e57b09afca0e4af829d873a,,,champions,loyal
318,9a57eae2be65fc07158aec559e91920d,loyal,loyal,loyal,champions
319,415fc125dc12c4005d1cc66f7f4d6548,loyal,loyal,loyal,champions
320,a56d2af83625c9f28b4b77d76fae7728,sleeping,,sleeping,sleeping
321,4dfaf45b3bb4bdef9a025fdeda429f66,,loyal,loyal,loyal
322,49e4841e43de480e7bc2266e97ea418f,,,,sleeping
323,6e6ad85cc33d0f7ec1c7101725fe1e90,champions,active_low-spend,sleeping,sleeping
324,b49dd56dbaee7f493eae4d1a06101eab,,sleeping,,
325,05fa9523e526abca6f2a6a2beaec0cde,loyal,,,
326,044728eab902b55f6eacc521147904de,sleeping,sleeping,sleeping,sleeping
327,e1eacebcc0bfd05e407a177ba09b8a90,sleeping,loyal,,
328,65b651580d5e5b2a0e2f2c443a625cae,loyal,loyal,champions,loyal
329,34a5b534fa4737d5fac178561ece0c31,loyal,loyal,loyal,loyal
330,6d66b6a71a166c65ebd67af4220e81a1,loyal,loyal,,
331,61e1d3d4947b4ced564e3f736a0cdd70,,champions,,sleeping
332,8309e8e36571a1a173a1a8578d4bf60e,champions,champions,loyal,champions
333,57ee2b6a7e70974ef806919799fb5b8b,,active_low-spend,loyal,
334,2337920739a9476ff8626ff519a409d5,sleeping,sleeping,,
335,7fdcb3cb055e00663026c28c144d402d,,,,sleeping
336,40711ad7267335c7425063fec77e315a,sleeping,loyal,champions,sleeping
337,35de3ef62881a168c377c48ecca35df9,champions,champions,champions,champions
338,93f720366d3b54b75dd4ee5f87259bd8,,,,sleeping
339,d41c00a51ee8bb225fa847ca6fb10336,,,sleeping,
340,364aace17d34110d6fe0910d7f92ab21,,,sleeping,
341,c560d701bb987745011a92049154986f,,champions,loyal,champions
342,eccbe097c760c1afd5ca5d4e764091eb,,loyal,sleeping,becoming loyal
343,91daf2a67c874c84f9ee53e5a17a6d0b,,,sleeping,
344,88cbb4742d2c1082b3ae15962d259574,sleeping,,,
345,16d37f539eb403813f3eb7fa674776cc,,,sleeping,
346,cb1403a5b1818f19b46f52187698a5c5,sleeping,,active_low-spend,loyal
347,39a182f587923bc1f95c5fe3c5791eaa,loyal,loyal,loyal,
348,30114180de740020bce25e1ae9f475de,sleeping,sleeping,sleeping,
349,6178c7fa8d5acda871e597e21213f292,,loyal,loyal,sleeping
350,8b388cc075a96b49ecb042d6a6ef34d2,sleeping,sleeping,,sleeping
351,a5ad01ae124e50f3efeffce35f90f32e,champions,loyal,champions,champions
352,cfdee932a0d2f64c7e0f93b6b0f08121,champions,champions,loyal,loyal
353,a141b45b57d5b966e78fed35a9dda4a1,sleeping,,loyal,sleeping
354,9520d0e249a0ac1dced8cebc547a5ee6,,sleeping,,
355,b4d9947bb4f1f1633ac140dd3f84f84e,loyal,,,
356,5460a08dd132e476dbcf768707543cd7,champions,,,sleeping
357,72ecf533d4848eee6ed0660e0500cb38,loyal,,,loyal
358,c8f62d422bd6c164e62039e8b6dfa5f9,champions,champions,champions,champions
359,750d73bb2201b671f42392a8b3f509e1,,,,sleeping
360,2279edbee14219e8d9bdf02c8dce382e,,,,
361,4a8b7f533f08cd192ec2797cadb96482,champions,champions,champions,champions
362,5b8e83d120f881cc6af471ef1724ee9c,,sleeping,sleeping,
363,db29a2b4583d838cf5432c32e3fd1c87,champions,champions,champions,champions
364,6c53d21de5e27b9bc3b1fce4d48d13ef,champions,champions,champions,champions
365,5b3c7a5da951fd8e20fcf276c178cd99,,sleeping,sleeping,
366,d6b2626551092769b8b4067bb2ddaca8,loyal,loyal,sleeping,loyal
367,4329b1252f7ad07618e8c4ea8eb4df3c,,,,
368,35b58b4b95434a2b4cc2de4b8e3e7af2,active_low-spend,loyal,active_low-spend,loyal
369,5820f37f9c18b1def58087c4a370408f,champions,sleeping,champions,champions
370,42035719c98761d7b9a32eda6c998d1e,,active_low-spend,,
371,502496a86d386c536327a10367c8d1e7,active_low-spend,sleeping,,
372,1e153b79f7447db4891a31cb7f2d843b,champions,champions,champions,loyal
373,a9cc72b685be337b8eeb717fe3376dd0,,,,
374,50970772ab1bc8117ba6d7b754d7b929,loyal,champions,loyal,active_low-spend
375,a3ff001a38d4873d4d211e0138c33ca1,sleeping,,,
376,46a5ee4ddd488cc7ce7df88c02b97d71,sleeping,,,
377,e7e23851d1a326cc0939fd76ec4c27af,,sleeping,,
378,19c6e189cbec55062701760365710fb7,loyal,sleeping,active_low-spend,
379,51900ffcd5b7924918cbffcdf03a9152,,loyal,,
380,5c18afbed3f2860064ec61705f262ad1,champions,,,
381,8d7c51d3f1401de9ab74f1b4604bf2da,champions,champions,loyal,loyal
382,6e311caade18d225a4a2ea0dc0bb3bbb,,,sleeping,sleeping
383,ffedc8835227bff8848bd27a4a88ef96,loyal,champions,champions,champions
384,68c3ae8ba43584dde8c719ad1466ac8a,loyal,active_low-spend,active_low-spend,champions
385,ead40f6d3af83016aa7d239b7f30d137,loyal,sleeping,sleeping,
386,3ffca26595496f3d7d6baf51ffc3e681,loyal,active_low-spend,sleeping,champions
387,247fb9446e9db7d44bf8ac9e2ff97ae0,sleeping,sleeping,sleeping,
388,badf55320103a01c40648d4d03d5d266,sleeping,,,
389,ce08817d133b1db760956807d3dc05ee,sleeping,,sleeping,
390,c970461495a2134f5d310a3c9c8c760a,sleeping,sleeping,,sleeping
391,9395accfb4671416a8825e96def56a00,champions,champions,loyal,loyal
